id,date,mood_target,mood_hist_mean,activity_hist_mean,appCat.builtin_hist_mean,appCat.office_hist_mean,call_hist_mean,circumplex.arousal_hist_mean,circumplex.valence_hist_mean,screen_hist_mean,mood_type
AS14.15,2014-03-26,7.2,7.0,0.057904211971611,411.7614,4.894799999999999,1.2,0.36,0.92,702.5102001190186,1
AS14.15,2014-04-30,6.0,6.840000000000001,0.0546388888888889,221.7982,0.0,2.8,0.71,0.4666666666666667,979.8064001560208,0
AS14.15,2014-04-02,7.2,7.2,0.1785436507936507,319.4012,1.8078,7.2,-2.220446049250313e-17,0.96,723.6574000358581,1
AS14.15,2014-04-16,7.0,7.08,0.0435378086419752,291.59399999999994,31.6022,5.8,0.8400000000000001,0.96,1171.1747999191284,1
AS14.15,2014-04-26,6.2,7.040000000000001,0.1112169311968106,203.5092,38.125,2.4,0.72,1.0,875.6659999847412,0
AS14.16,2014-04-04,6.2,5.970000000000001,0.1087497023655804,71.50299999999999,0.0,2.2,-0.19,0.6533333333333333,2238.654800128938,0
AS14.16,2014-03-31,6.0,5.85,0.1556862116766692,114.7802,0.0,1.4,-0.13,0.55,1182.3506000995644,0
AS14.16,2014-04-30,7.0,7.229999999999999,0.1571853454516496,151.34279999999998,0.0,4.8,0.28,1.0,430.5603999614716,1
AS14.16,2014-04-02,6.4,5.89,0.1681772865616235,107.9274,0.0,1.8,-0.3,0.6366666666666667,667.8362000465397,0
AS14.16,2014-03-27,6.0,6.3,0.0840653803684579,148.9296,0.0,1.8,0.26,0.6799999999999999,1176.1032001018525,0
AS14.16,2014-04-03,6.25,5.87,0.156778332167867,89.95079999999999,0.0,2.6,-0.19,0.6866666666666666,2292.915000104905,0
